0.345794,0.377073,0.172467,0.104666
0.344841,0.376757,0.173548,0.104854
0.343893,0.376459,0.174608,0.105040
0.342958,0.376163,0.175650,0.105228
0.342045,0.375860,0.176675,0.105420
0.341159,0.375551,0.177678,0.105612
0.340301,0.375242,0.178655,0.105801
0.339470,0.374935,0.179611,0.105984
0.338668,0.374625,0.180545,0.106162
0.337894,0.374313,0.181460,0.106333
0.337139,0.374003,0.182358,0.106501
0.336396,0.373696,0.183238,0.106670
0.335661,0.373400,0.184098,0.106841
0.334928,0.373129,0.184931,0.107012
0.334186,0.372896,0.185738,0.107181
0.333434,0.372702,0.186517,0.107346
0.332680,0.372541,0.187272,0.107507
0.331935,0.372396,0.188007,0.107663
0.331205,0.372254,0.188728,0.107813
0.330490,0.372114,0.189437,0.107959
0.329780,0.371988,0.190132,0.108100
0.329069,0.371895,0.190807,0.108229
0.328353,0.371848,0.191458,0.108341
0.327631,0.371855,0.192080,0.108434
0.326904,0.371913,0.192673,0.108511
0.326171,0.372007,0.193236,0.108586
0.325437,0.372108,0.193775,0.108680
0.324717,0.372195,0.194288,0.108799
0.324027,0.372279,0.194764,0.108930
0.323375,0.372384,0.195190,0.109051
0.322763,0.372516,0.195563,0.109159
0.322176,0.372668,0.195889,0.109267
0.321595,0.372828,0.196183,0.109393
0.320997,0.372980,0.196470,0.109553
0.320373,0.373107,0.196769,0.109751
0.319730,0.373197,0.197092,0.109981
0.319091,0.373245,0.197439,0.110225
0.318477,0.373257,0.197799,0.110466
0.317899,0.373244,0.198155,0.110702
0.317358,0.373208,0.198496,0.110937
0.316849,0.373149,0.198826,0.111175
0.316358,0.373070,0.199154,0.111418
0.315875,0.372974,0.199484,0.111668
0.315397,0.372854,0.199821,0.111927
0.314922,0.372706,0.200176,0.112196
0.314442,0.372531,0.200558,0.112470
0.313950,0.372341,0.200964,0.112745
0.313446,0.372148,0.201385,0.113021
0.312936,0.371961,0.201807,0.113296
0.312427,0.371778,0.202224,0.113571
0.311923,0.371595,0.202641,0.113842
0.311417,0.371420,0.203048,0.114115
0.310899,0.371267,0.203432,0.114402
0.310366,0.371141,0.203781,0.114712
0.309821,0.371038,0.204100,0.115041
0.309271,0.370946,0.204403,0.115380
0.308719,0.370842,0.204705,0.115733
0.308163,0.370715,0.205005,0.116117
0.307599,0.370562,0.205304,0.116536
0.307028,0.370378,0.205609,0.116985
0.306453,0.370160,0.205931,0.117457
0.305876,0.369910,0.206275,0.117939
0.305295,0.369644,0.206641,0.118419
0.304716,0.369372,0.207021,0.118891
0.304147,0.369090,0.207406,0.119357
0.303595,0.368794,0.207785,0.119826
0.303061,0.368486,0.208154,0.120299
0.302543,0.368168,0.208516,0.120774
0.302041,0.367839,0.208877,0.121243
0.301553,0.367496,0.209244,0.121707
0.301077,0.367142,0.209616,0.122165
0.300613,0.366779,0.209990,0.122619
0.300158,0.366415,0.210362,0.123065
0.299705,0.366054,0.210733,0.123508
0.299244,0.365698,0.211102,0.123956
0.298774,0.365341,0.211473,0.124412
0.298300,0.364976,0.211849,0.124876
0.297827,0.364596,0.212233,0.125344
0.297360,0.364201,0.212627,0.125812
0.296896,0.363798,0.213030,0.126276
0.296435,0.363396,0.213439,0.126731
0.295977,0.362994,0.213852,0.127177
0.295531,0.362589,0.214265,0.127615
0.295098,0.362188,0.214671,0.128043
0.294676,0.361804,0.215060,0.128459
0.294257,0.361450,0.215427,0.128865
0.293836,0.361134,0.215770,0.129260
0.293409,0.360856,0.216093,0.129643
0.292979,0.360604,0.216401,0.130015
0.292555,0.360363,0.216703,0.130379
0.292140,0.360127,0.216999,0.130734
0.291730,0.359906,0.217289,0.131075
0.291318,0.359714,0.217569,0.131398
0.290898,0.359564,0.217838,0.131700
0.290466,0.359465,0.218088,0.131981
0.290025,0.359416,0.218317,0.132241
0.289581,0.359407,0.218526,0.132486
0.289137,0.359417,0.218721,0.132725
0.288697,0.359431,0.218907,0.132965
0.288261,0.359439,0.219091,0.133209
