0.528222,0.418151,0.053627,0.000000
0.527891,0.418544,0.053565,0.000000
0.527565,0.418935,0.053499,0.000000
0.527257,0.419317,0.053426,0.000000
0.526969,0.419685,0.053346,0.000000
0.526700,0.420032,0.053268,0.000000
0.526440,0.420359,0.053200,0.000000
0.526163,0.420691,0.053146,0.000000
0.525852,0.421046,0.053102,0.000000
0.525515,0.421417,0.053068,0.000000
0.525186,0.421774,0.053040,0.000000
0.524874,0.422108,0.053018,0.000000
0.524562,0.422437,0.053001,0.000000
0.524239,0.422772,0.052989,0.000000
0.523930,0.423089,0.052981,0.000000
0.523655,0.423373,0.052972,0.000000
0.523393,0.423649,0.052958,0.000000
0.523104,0.423953,0.052943,0.000000
0.522765,0.424304,0.052930,0.000000
0.522370,0.424711,0.052919,0.000000
0.521918,0.425178,0.052904,0.000000
0.521417,0.425700,0.052883,0.000000
0.520885,0.426256,0.052860,0.000000
0.520344,0.426815,0.052841,0.000000
0.519816,0.427353,0.052831,0.000000
0.519310,0.427863,0.052827,0.000000
0.518834,0.428342,0.052825,0.000000
0.518386,0.428790,0.052823,0.000000
0.517948,0.429229,0.052823,0.000000
0.517497,0.429682,0.052821,0.000000
0.517028,0.430159,0.052813,0.000000
0.516548,0.430655,0.052797,0.000000
0.516069,0.431154,0.052776,0.000000
0.515599,0.431647,0.052753,0.000000
0.515131,0.432142,0.052727,0.000000
0.514657,0.432646,0.052697,0.000000
0.514111,0.433095,0.052663,0.000132
0.513529,0.433505,0.052633,0.000333
0.512959,0.433897,0.052614,0.000530
0.512407,0.434264,0.052606,0.000723
0.511883,0.434600,0.052603,0.000914
0.511391,0.434904,0.052600,0.001104
0.510925,0.435190,0.052595,0.001290
0.510472,0.435465,0.052590,0.001474
0.510027,0.435729,0.052588,0.001656
0.509593,0.435983,0.052587,0.001838
0.509177,0.436222,0.052584,0.002017
0.508793,0.436432,0.052581,0.002193
0.508463,0.436592,0.052577,0.002368
0.508190,0.436702,0.052566,0.002542
0.507957,0.436786,0.052544,0.002713
0.507738,0.436870,0.052513,0.002879
0.507516,0.436964,0.052480,0.003040
0.507294,0.437065,0.052445,0.003196
0.507077,0.437169,0.052406,0.003348
0.506861,0.437275,0.052365,0.003499
0.506639,0.437385,0.052327,0.003649
0.506412,0.437497,0.052294,0.003796
0.506186,0.437604,0.052270,0.003941
0.505969,0.437700,0.052251,0.004080
0.505764,0.437783,0.052237,0.004216
0.505567,0.437861,0.052224,0.004348
0.505363,0.437949,0.052210,0.004477
0.505148,0.438057,0.052193,0.004602
0.504921,0.438186,0.052171,0.004722
0.504683,0.438337,0.052143,0.004838
0.504437,0.438506,0.052108,0.004949
0.504179,0.438697,0.052067,0.005057
0.503906,0.438913,0.052020,0.005161
0.503614,0.439156,0.051967,0.005262
0.503309,0.439420,0.051909,0.005362
0.502999,0.439693,0.051847,0.005461
0.502698,0.439961,0.051782,0.005560
0.502411,0.440215,0.051716,0.005658
0.502134,0.440458,0.051654,0.005755
0.501862,0.440693,0.051596,0.005849
0.501594,0.440920,0.051546,0.005940
0.501329,0.441140,0.051504,0.006027
0.501070,0.441350,0.051469,0.006111
0.500819,0.441552,0.051438,0.006192
0.500571,0.441752,0.051409,0.006269
0.500322,0.441957,0.051378,0.006343
0.500069,0.442172,0.051345,0.006414
0.499813,0.442396,0.051308,0.006483
0.499558,0.442622,0.051271,0.006548
0.499306,0.442845,0.051238,0.006611
0.499058,0.443060,0.051211,0.006671
0.498814,0.443266,0.051191,0.006728
0.498574,0.443466,0.051177,0.006783
0.498336,0.443660,0.051169,0.006835
0.498102,0.443847,0.051165,0.006886
0.497877,0.444022,0.051164,0.006937
0.497660,0.444188,0.051166,0.006987
0.497450,0.444348,0.051167,0.007035
0.497251,0.444505,0.051164,0.007080
0.497065,0.444653,0.051157,0.007125
0.496894,0.444786,0.051149,0.007170
0.496736,0.444903,0.051144,0.007217
0.496582,0.445010,0.051143,0.007265
0.496430,0.445115,0.051144,0.007311
0.496287,0.445213,0.051145,0.007355
0.496163,0.445296,0.051143,0.007397
0.496064,0.445359,0.051139,0.007438
0.495988,0.445399,0.051134,0.007479
0.495934,0.445417,0.051130,0.007519
