1,328.878953
2,388.620574
3,385.435924
4,371.623864
5,361.499919
6,356.706153
7,354.954320
8,356.131743
9,363.753314
10,365.430102
11,358.872846
12,359.210444
13,367.415439
14,371.350952
15,382.618625
16,370.318019
17,355.072127
18,350.036280
19,349.734994
20,356.002315
21,356.709725
22,350.120417
23,348.602999
24,349.105317
25,351.788909
26,356.561322
27,357.569781
28,351.117169
29,349.992909
30,357.185181
31,353.526151
32,351.179036
33,352.144936
34,355.781318
35,358.981987
36,358.037078
37,359.773524
38,372.166062
39,380.370613
40,386.256635
41,369.140526
42,365.318452
43,360.795622
44,360.344065
45,359.472756
46,358.686446
47,358.619150
48,357.721749
49,357.520057
50,357.177599
51,356.968311
52,356.680535
53,356.401733
54,356.177019
55,355.992480
56,355.823565
57,355.650015
58,355.482403
59,355.331029
60,355.195911
61,355.070700
62,354.949900
63,354.832917
64,354.721730
65,354.617494
66,354.519538
67,354.426263
68,354.336408
69,354.249569
70,354.165886
71,354.085502
72,354.008276
73,353.933818
74,353.861700
75,353.791616
76,353.723415
77,353.657043
78,353.592459
79,353.529582
80,353.468287
81,353.408439
82,353.349916
83,353.292630
84,353.236520
85,353.181548
86,353.127679
87,353.074874
88,353.023088
89,352.972274
90,352.922390
91,352.873398
92,352.825267
93,352.777975
94,352.731504
95,352.685838
96,352.640960
97,352.596855
98,352.553504
99,352.510893
100,352.469005
101,352.427827
102,352.387347
103,352.347555
104,352.308440
105,352.269996
106,352.232213
107,352.195082
108,352.158595
109,352.122743
110,352.087515
111,352.052903
112,352.018896
113,351.985487
114,351.952666
115,351.920424
116,351.888753
117,351.857643
118,351.827085
119,351.797070
120,351.767587
121,351.738628
122,351.710181
123,351.682236
124,351.654783
125,351.627810
126,351.601307
127,351.575263
128,351.549667
129,351.524509
130,351.499777
131,351.475462
132,351.451551
133,351.428035
134,351.404902
135,351.382142
136,351.359743
137,351.337696
138,351.315989
139,351.294613
140,351.273556
141,351.252809
142,351.232363
143,351.212206
144,351.192331
145,351.172729
146,351.153390
147,351.134305
148,351.115467
149,351.096868
150,351.078500
151,351.060355
152,351.042426
153,351.024705
154,351.007187
155,350.989864
156,350.972731
157,350.955781
158,350.939008
159,350.922408
160,350.905976
161,350.889706
162,350.873594
163,350.857636
164,350.841827
165,350.826165
166,350.810644
167,350.795263
168,350.780017
169,350.764904
170,350.749920
171,350.735064
172,350.720331
173,350.705720
174,350.691229
175,350.676855
176,350.662597
177,350.648452
178,350.634418
179,350.620495
180,350.606681
181,350.592973
182,350.579372
183,350.565876
184,350.552484
185,350.539194
186,350.526006
187,350.512919
188,350.499931
189,350.487043
190,350.474251
191,350.461557
192,350.448958
193,350.436455
194,350.424045
195,350.411728
196,350.399503
197,350.387370
198,350.375327
199,350.363374
200,350.351510
201,350.339734
202,350.328046
203,350.316445
204,350.304931
205,350.293503
206,350.282159
207,350.270900
208,350.259725
209,350.248633
210,350.237624
211,350.226695
212,350.215847
213,350.205079
214,350.194389
215,350.183776
216,350.173239
217,350.162777
218,350.152390
219,350.142075
220,350.131832
221,350.121661
222,350.111559
223,350.101527
224,350.091564
225,350.081669
226,350.071842
227,350.062082
228,350.052389
229,350.042762
230,350.033201
231,350.023706
232,350.014276
233,350.004911
234,349.995609
235,349.986370
236,349.977193
237,349.968076
238,349.959018
239,349.950019
240,349.941075
241,349.932186
242,349.923349
243,349.914564
244,349.905828
245,349.897140
246,349.888499
247,349.879904
248,349.871355
249,349.862850
250,349.854391
251,349.845978
252,349.837611
253,349.829291
254,349.821022
255,349.812802
256,349.804636
257,349.796524
258,349.788468
259,349.780470
260,349.772530
261,349.764648
262,349.756824
263,349.749057
264,349.741345
265,349.733685
266,349.726072
267,349.718502
268,349.710969
269,349.703466
270,349.695987
271,349.688524
272,349.681070
273,349.673618
274,349.666162
275,349.658698
276,349.651222
277,349.643734
278,349.636234
279,349.628727
280,349.621219
281,349.613720
282,349.606244
283,349.598806
284,349.591425
285,349.584122
286,349.576920
287,349.569843
288,349.562913
289,349.556153
290,349.549583
291,349.543220
292,349.537075
293,349.531153
294,349.525451
295,349.519958
296,349.514651
297,349.509496
298,349.504449
299,349.499451
300,349.494431
301,349.489309
302,349.483990
303,349.478375
304,349.472355
305,349.465822
306,349.458671
307,349.450802
308,349.442132
309,349.432601
310,349.422175
311,349.410859
312,349.398699
313,349.385790
314,349.372281
315,349.358377
316,349.344335
317,349.330468
318,349.317138
319,349.304751
320,349.293748
321,349.284605
322,349.277821
323,349.273914
324,349.273421
325,349.276895
326,349.284909
327,349.298057
328,349.316962
329,349.342281
330,349.374703
331,349.414931
332,349.463629
333,349.521301
334,349.588052
335,349.663219
336,349.744980
337,349.830541
338,349.918231
339,350.012762
340,350.131008
341,350.298296
342,350.522982
343,350.754927
344,350.878445
345,350.780547
346,350.492299
347,350.147605
348,349.818159
349,349.520087
350,349.241042
351,348.954610
352,348.636457
353,348.291641
354,347.980799
355,347.814350
356,347.901397
357,348.240708
358,348.615567
359,349.002151
360,349.681017
361,349.554975
362,347.801109
363,345.615756
364,343.213456
365,341.075329
366,339.494900
367,338.398798
368,337.649023
369,337.166613
370,336.933664
371,336.987963
372,337.442234
373,338.562914
374,341.049535
375,347.330403
376,355.621267
377,353.433407
378,352.045451
379,350.983707
380,350.157734
381,349.510073
382,349.005863
383,348.611443
384,348.296742
385,348.040031
386,347.826287
387,347.644489
388,347.486043
389,347.344230
390,347.214252
391,347.093500
392,346.981761
393,346.881066
394,346.794863
395,346.726539
396,346.677836
397,346.648101
398,346.634768
399,346.634485
400,346.644074
401,346.661023
402,346.683617
403,346.710868
404,346.742461
405,346.778972
406,346.822875
407,346.881741
408,346.977809
409,347.175939
410,347.660387
411,348.751667
412,347.801576
413,344.578800
414,341.509887
415,339.576215
416,338.746607
417,338.908445
418,340.418018
419,345.041737
420,353.549675
421,352.633695
422,351.115076
423,349.943949
424,348.966578
425,348.144260
426,347.492649
427,347.054458
428,346.868905
429,346.944781
430,347.223767
431,347.545782
432,347.759356
433,347.872161
434,347.989902
435,348.249110
436,348.985429
437,349.321651
438,345.378421
439,341.981797
440,340.367383
441,340.335733
442,342.246110
443,348.505294
444,353.655981
445,351.399787
446,350.067552
447,349.206684
448,348.723585
449,348.532505
450,348.516510
451,348.519228
452,348.466241
453,348.399082
454,348.347361
455,348.332191
456,348.403709
457,348.673452
458,349.286376
459,348.548107
460,345.204358
461,343.585505
462,344.615236
463,349.507176
464,352.803042
465,351.743493
466,350.494118
467,349.441535
468,348.591351
469,347.965995
470,347.592297
471,347.486514
472,347.631134
473,347.932675
474,348.209843
475,348.370919
476,348.496068
477,348.693292
478,349.163368
479,349.872554
480,347.113775
481,343.542889
482,341.961318
483,342.746255
484,347.586785
485,353.741125
486,351.398818
487,349.884599
488,348.914077
489,348.396312
490,348.261783
491,348.416824
492,348.675286
493,348.824584
494,348.874943
495,348.948909
496,349.146071
497,349.642708
498,349.497569
499,346.185699
500,344.050935
501,344.592698
502,349.179853
503,353.259567
504,351.625245
505,350.301709
506,349.376061
507,348.812408
508,348.571340
509,348.589978
510,348.735891
511,348.833184
512,348.860704
513,348.902259
514,349.013989
515,349.311274
516,349.838542
517,348.415915
518,345.407926
519,344.375463
520,346.505181
521,352.175620
522,352.649607
523,350.979318
524,349.805611
525,348.976268
526,348.478515
527,348.294921
528,348.382059
529,348.617809
530,348.802896
531,348.890312
532,348.988220
533,349.189755
534,349.657058
535,349.730585
536,346.762072
537,344.310450
538,344.250550
539,347.887787
540,353.317399
541,351.862506
542,350.338755
543,349.283189
544,348.628587
545,348.338521
546,348.367818
547,348.609659
548,348.848706
549,348.958766
550,349.043117
551,349.211023
552,349.612180
553,349.927597
554,347.332365
555,344.686957
556,344.318215
557,347.383218
558,353.003955
559,352.121601
560,350.521046
561,349.433215
562,348.746206
563,348.421413
564,348.413344
565,348.621518
566,348.842789
567,348.943111
568,349.010760
569,349.145303
570,349.474279
571,349.966229
572,348.112987
573,345.205537
574,344.304351
575,346.476498
576,352.220184
577,352.648862
578,350.964217
579,349.833257
580,349.072390
581,348.651366
582,348.532072
583,348.637054
584,348.803757
585,348.883036
586,348.917828
587,348.989693
588,349.171938
589,349.604248
590,349.684375
591,347.007734
592,344.778951
593,344.885202
594,348.575298
595,353.098534
596,351.941772
597,350.537091
598,349.484535
599,348.755378
600,348.337539
601,348.214435
602,348.335760
603,348.566732
604,348.724937
605,348.799779
606,348.892330
607,349.087601
608,349.549376
609,349.736555
610,346.930361
611,344.368504
612,343.945908
613,346.695417
614,352.663500
615,352.383611
616,350.712711
617,349.561662
618,348.783707
619,348.349501
620,348.229655
621,348.362791
622,348.601072
623,348.754802
624,348.819910
625,348.902543
626,349.087517
627,349.536839
628,349.741011
629,346.969353
630,344.448668
631,344.089123
632,346.909048
633,352.635505
634,352.364167
635,350.754619
636,349.629094
637,348.856498
638,348.411324
639,348.266079
640,348.363000
641,348.565932
642,348.699047
643,348.750975
644,348.813014
645,348.952217
646,349.306055
647,349.837282
648,347.952034
649,345.019912
650,343.937814
651,345.599410
652,351.167288
653,352.992868
654,351.342955
655,350.185683
656,349.335203
657,348.779425
658,348.497110
659,348.448709
660,348.541445
661,348.627613
662,348.649250
663,348.663894
664,348.710889
665,348.846498
666,349.196742
667,349.717738
668,348.011331
669,345.205162
670,344.156054
671,345.829221
672,351.189676
673,352.935710
674,351.411102
675,350.251726
676,349.337232
677,348.675533
678,348.268726
679,348.112557
680,348.171771
681,348.342437
682,348.474035
683,348.534816
684,348.593439
685,348.703087
686,348.970770
687,349.564551
688,349.063169
689,345.894255
690,343.716129
691,343.675944
692,346.815443
693,352.753126
694,352.295260
695,350.688959
696,349.520294
697,348.680395
698,348.153696
699,347.928730
